address,decimals,name,symbol
0xe53ec727dbdeb9e2d5456c3be40cff031ab40a55,18,SuperFarm,SUPER
0x090185f2135308bad17527004364ebcc2d37e5f6,18,Spell Token,SPELL
0x408e41876cccdc0f92210600ef50372656052a38,18,Republic Token,REN
0x4a220e6096b25eadb88358cb44068a3248254675,18,Quant,QNT
0x5a98fcbea516cf06857215779fd812ca3bef1b32,18,Lido DAO Token,LDO
0x4e15361fd6b4bb609fa63c81a2be19d873717870,18,Fantom Token,FTM
0x389999216860ab8e0175387a0c90e5c52522c945,9,FEGtoken,FEG
0x111111111117dc0aa78b770fa6a738034120c302,18,1INCH Token,1INCH
0x8762db106b2c2a0bccb3a80d1ed41273552616e8,18,Reserve Rights,RSR
0xfca59cd816ab1ead66534d82bc21e7515ce441cf,18,Rarible,RARI
0x1ceb5cb57c4d4e2b2433641b95dd330a33185a44,18,Keep3rV1,KP3R
0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,18,Frax Share,FXS
0x0f5d2fb29fb7d3cfee444a200298f468908cc942,18,Decentraland MANA,MANA
0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,18,Convex Token,CVX
0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,18,Axie Infinity Shard,AXS
0x00a8b738e453ffd858a7edf03bccfe20412f0eb0,18,AllianceBlock Token,ALBT
0x3301ee63fb29f863f2333bd4466acb46cd8323e6,18,Akita Inu,AKITA
0xbbc2ae13b23d715c30720f079fcd9b4a74093505,18,@EthernityChain $ERN Token,ERN
0x4691937a7508860f876c9c0a2a617e7d9e945d4b,18,Wootrade Network,WOO
0xf411903cbc70a74d22900a5de66a2dda66507255,18,VERA,VRA
0xf65b5c5104c4fafd4b709d9d60a185eae063276c,18,Truebit,TRU
0x8e6cd950ad6ba651f6dd608dc70e5886b1aa6b24,18,StarLink,STARL
0x767fe9edc9e0df98e07454847909b5e959d7ca0e,18,Illuvium,ILV
0x3819f64f282bf135d62168c1e513280daf905e06,9,Hedron,HDRN
0xc944e90c64b2c07662a292be6244bdf05cda44a7,18,Graph Token,GRT
0x15874d65e649880c2614e7a480cb7c9a55787ff6,18,EthereumMax,eMax
0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,18,Ethereum Name Service,ENS
0x3472a5a71965499acd81997a54bba8d852c6e53d,18,Badger,BADGER
0xfad45e47083e4607302aa43c65fb3106f1cd7607,9,hoge.finance,HOGE
0x8400d94a5cb0fa0d041a3788e395285d61c9ee5e,8,UniBright,UBT
0x40fd72257597aa14c7231a7b1aaa29fce868f677,18,Sora Token,XOR
0xab167e816e4d76089119900e941befdfa37d6b32,9,Shibnobi,SHINJA
0x0ae055097c6d159879521c384f1d2123d1f195e6,18,STAKE,STAKE
0xc40af1e4fecfa05ce6bab79dcd8b373d2e436c4e,9,Hokkaidu Inu,HOKK
0xf0f9d895aca5c8678f706fb8216fa22957685a13,18,Cult DAO,CULT
0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b,8,CRO,CRO
0xdbdb4d16eda451d0503b854cf79d55697f90c8df,18,Alchemix,ALCX
0x0b38210ea11411557c13457d4da7dc6ea731b88a,18,API3,API3
0x09a3ecafa817268f77be1283176b946c4ff2e608,18,Wrapped MIR Token,MIR
0x5218e472cfcfe0b64a064f055b43b4cdc9efd3a6,18,UnFederalReserveToken,eRSDL
0x57ab1ec28d129707052df4df418d58a2d46d5f51,18,Synth sUSD,sUSD
0x0f2d719407fdbeff09d87557abb7232601fd9f29,18,Synapse,SYN
0xfa5047c9c78b8877af97bdcb85db743fd7313d4a,18,ROOK,ROOK
0x64aa3364f17a4d01c6f1751fd97c2bd3d7e7f1d5,9,Olympus,OHM
0x967da4048cd07ab37855c090aaf366e4ce1b9f48,18,Ocean Token,OCEAN
0x956f47f50a910163d8bf957cf5846d573e7f87ca,18,Fei USD,FEI
0x2ba592f78db6436527729929aaf6c908497cb200,18,Cream,CREAM
0xd2dda223b2617cb616c1580db421e4cfae6a8a85,18,Bondly Token,BONDLY
0x362bc847a3a9637d3af6624eec853618a43ed7d2,18,Parsiq Token,PRQ
0xb62132e35a6c13ee1ee0f84dc5d40bad8d815206,18,Nexo,NEXO
0x9e32b13ce7f2e80a01932b42553652e053d6ed8e,18,Metis Token,Metis
0xa8b919680258d369114910511cc87595aec0be6d,18,LUKSO Token,LYXe
0xa0246c9032bc3a600820415ae600c6388619a14d,18,FARM Reward Token,FARM
0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,18,DefiPulse Index,DPI
0x84ca8bc7997272c7cfb4d0cd3d55cd942b3c9419,18,DIAToken,DIA
0x25e1474170c4c0aa64fa98123bdc8db49d7802fa,18,Bidao,BID
0x0391d2021f89dc339f60fff84546ea23e337750f,18,BarnBridge Governance Token,BOND
0xff20817765cb7f73d4bde2e66e067e58d11095c2,18,Amp,AMP
0x28cb7e841ee97947a86b06fa4090c8451f64c0be,18,YFLink,YFL
0x1e4ede388cbc9f4b5c79681b7f94d36a11abebc9,18,X2Y2Token,X2Y2
0x467bccd9d29f223bce8043b84e8c8b282827790f,2,Telcoin,TEL
0x3155ba85d5f96b2d030a4966af206230e46849cb,18,THORChain ETH.RUNE,RUNE
0xbc396689893d065f41bc2c6ecbee5e0085233447,18,Perpetual,PERP
0xa3bed4e1c75d00fa6f4e5e6922db7261b5e9acd2,18,Meta,MTA
0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c,18,Enjin Coin,ENJ
0x0f51bb10119727a7e5ea3538074fb341f56b09ad,18,DAO Maker,DAO
0xdc349913d53b446485e98b76800b6254f43df695,9,Bezoge Earth,BEZOGE
0x8ab7404063ec4dbcfd4598215992dc3f8ec853d7,18,Akropolis,AKRO
0x62359ed7505efc61ff1d56fef82158ccaffa23d7,18,cVault.finance,CORE
0x45f24baeef268bb6d63aee5129015d69702bcdfa,18,YFValue,YFV
0xdc0327d50e6c73db2f8117760592c8bbf1cdcf38,18,Stronger,STRNGR
0x3b484b82567a09e2588a13d54d032153f0c0aee0,18,SOS,SOS
0x557b933a7c2c45672b610f8954a3deb39a51a8ca,18,REVV,REVV
0x429881672b9ae42b8eba0e26cd9c73711b891ca5,18,PickleToken,PICKLE
0xd5d86fc8d5c0ea1ac1ac5dfab6e529c9967a45e9,18,NFT Worlds,WRLD
0x43f11c02439e2736800433b4594994bd43cd066d,9,FLOKI,FLOKI
0x374cb8c27130e2c9e04f44303f3c8351b9de61c1,18,BaoToken,BAO
0x18aaa7115705e8be94bffebde57af9bfc265b998,18,Audius,AUDIO
0x7d29a64504629172a429e64183d6673b9dacbfce,18,VectorspaceAI,VXV
0x04fa0d235c4abf4bcf4787af4cf447de572ef828,18,UMA Voting Token v1,UMA
0xb753428af26e81097e7fd17f40c88aaa3e04902c,18,Spice,SFI
0x5b7533812759b45c2b44c19e320ba2cd2681b542,8,SingularityNET Token,AGIX
0x9b02dd390a603add5c07f9fd9175b7dabe8d63b7,18,Shopping.io,SPI
0x4c11249814f11b9346808179cf06e71ac328c1b5,18,Oraichain Token,ORAI
0xbbbbca6a901c926f240b89eacb641d8aec7aeafd,18,LoopringCoin V2,LRC
0xed91879919b71bb6905f23af0a68d231ecf87b14,18,DMM: Governance,DMG
0x26c8afbbfe1ebaca03c2bb082e69d0476bffe099,18,Cellframe Token,CELL
0xa1faa113cbe53436df28ff0aee54275c13b40975,18,AlphaToken,ALPHA
0x25f8087ead173b73d6e8b84329989a8eea16cf73,18,Yield Guild Games Token,YGG
0xf4cd3d3fda8d7fd6c5a500203e38640a70bf9577,18,YfDAI.finance,Yf-DAI
0xc73c167e7a4ba109e4052f70d5466d0c312a344d,9,Sanshu Inu,SANSHU
0x7de91b204c1c737bcee6f000aaa6569cf7061cb7,9,Robonomics,XRT
0x4da08a1bff50be96bded5c7019227164b49c2bfc,9,Mononoke Inu,Mononoke-Inu
0x037a54aab062628c9bbae1fdb1583c195585fe41,18,LCX,LCX
0x67b6d479c7bb412c54e03dca8e1bc6740ce6b99c,18,Kylin Network,KYL
0xb5fe099475d3030dde498c3bb6f3854f762a48ad,18,Finiko,FNK
0x80fb784b7ed66730e8b1dbd9820afd29931aab03,18,EthLend Token,LEND
0xaa6e8127831c9de45ae56bb1b0d4d4da6e5665bd,18,ETH 2x Flexible Leverage Index,ETH2x-FLI
0x92d6c1e31e14520e676a687f0a93788b716beff5,18,dYdX,DYDX
0x0d438f3b5175bebc262bf23753c1e53d03432bde,18,Wrapped NXM,wNXM
0xa80f2c8f61c56546001f5fc2eb8d6e4e72c45d4c,18,Unique Utility Token,UNQT
0xfe3e6a25e6b192a42a44ecddcd13796471735acf,18,Reef.finance,REEF
0xd291e7a03283640fdc51b121ac401383a46cc623,18,Rari Governance Token,RGT
0x8207c1ffc5b6804f6024322ccf34f29c3541ae26,18,OriginToken,OGN
0x38e4adb44ef08f22f5b5b76a8f0c2d0dcbe7dca1,18,Concentrated Voting Power,CVP
0xc4c2614e694cf534d407ee49f8e44d125e4681c4,18,Chain Games,CHAIN
0x3d6f0dea3ac3c607b3998e6ce14b6350721752d9,18,CARD.STARTER,CARDS
0x7ff4169a6b5122b664c51c95727d87750ec07c84,18,10Set Token,10SET
0x8355dbe8b0e275abad27eb843f3eaf3fc855e525,18,WOOL,WOOL
0xd084b83c305dafd76ae3e1b4e1f1fe2ecccb3988,18,Terra Virtua Kolect,TVK
0x1e2f15302b90edde696593607b6bd444b64e8f02,9,Shiryo-Inu,Shiryo-Inu
0x6de037ef9ad2725eb40118bb1702ebb27e4aeb24,18,Render Token,RNDR
0x33d0568941c0c64ff7e0fb4fba0b11bd37deed9f,18,RAMP DEFI,RAMP
0x1614f18fc94f47967a3fbe5ffcd46d4e7da3d787,18,PAID Network,PAID
0x48c276e8d03813224bb1e55f953adb6d02fd3e02,18,Kuma Inu,KUMA
0x038a68ff68c393373ec894015816e33ad41bd564,18,Glitch,GLCH
0x0d8775f648430679a709e98d2b0cb6250d2887ef,18,Basic Attention Token,BAT
0xba11d00c5f74255f56a5e366f4f77f5a186d7f55,18,BandToken,BAND
0xd13c7342e1ef687c5ad21b27c2b65d772cab5c8c,4,Ultra Token,UOS
0x476c5e26a75bd202a9683ffd34359c0cc15be0ff,6,Serum,SRM
0x6b4c7a5e3f0b99fcd83e9c089bddd6c7fce5c611,18,Million,MM
0x6dea81c8171d0ba574754ef6f8b412f2ed88c54d,18,LQTY,LQTY
0xf57e7e7c23978c3caec3c3548e3d615c346e79ff,18,Immutable X,IMX
0x6c6ee5e31d828de241282b9606c8e98ea48526e2,18,HoloToken,HOT
0xed1199093b1abd07a368dd1c0cdc77d8517ba2a0,18,HEX2T,HEX2T
0x178c820f862b14f316509ec36b13123da19a6054,18,Energy Web Token Bridged,EWTB
0x26ce25148832c04f3d7f26f32478a9fe55197166,18,DEXTools,DEXT
0x8888801af4d980682e47f1a9036e589479e835c5,18,88mph.app,MPH
0x3506424f91fd33084466f402d5d97f05f8e3b4af,18,chiliZ,CHZ
0x0202be363b8a4820f3f4de7faf5224ff05943ab1,18,UniLend Finance Token,UFT
0x77777feddddffc19ff86db637967013e6c6a116c,18,TornadoCash,TORN
0x777e2ae845272a2f540ebf6a3d03734a5a8f618e,18,Ryoshis Vision,RYOSHI
0xa4eed63db85311e22df4473f87ccfc3dadcfa3e3,18,Rubic,RBC
0xf1b99e3e573a1a9c5e6b2ce818b617f0e664e86b,18,Opyn Squeeth,oSQTH
0x949d48eca67b17269629c7194f4b727d4ef9e5d6,18,Merit Circle,MC
0x382f0160c24f5c515a19f155bac14d479433a407,9,Klee Kai,KLEE
0xf16e81dce15b08f326220742020379b855b87df9,18,IceToken,ICE
0x6468e79a80c0eab0f9a2b574c8d5bc374af59414,18,E-RADIX,eXRD
0x56d811088235f11c8920698a204a5010a788f4b3,18,bZx Protocol Token,BZRX
0x6f87d756daf0503d08eb8993686c7fc01dc44fb1,18,UniTrade,TRADE
0x2e9d63788249371f1dfc918a52f8d799f4a38c94,18,Tokemak,TOKE
0x6adb2e268de2aa1abf6578e4a8119b960e02928f,9,ShibaDoge,ShibDoge
0x584bc13c7d411c00c01a62e8019472de68768430,18,Hegic,HEGIC
0x419d0d8bdd9af5e606ae2232ed285aff190e711b,8,FunFair,FUN
0xcf0c122c6b73ff809c693db761e7baebe62b6a2e,9,FLOKI,FLOKI
0x30f271c9e86d2b7d00a6376cd96a1cfbd5f0b9b3,18,Decentr,DEC
0xba100000625a3754423978a60c9317c58a424e3d,18,Balancer,BAL
0x95a4492f028aa1fd432ea71146b433e7b4446611,18,APY Governance Token,APY
0xed0439eacf4c4965ae4613d77a5c2efe10e5f183,18,shroom.finance,SHROOM
0xf0939011a9bb95c3b791f0cb546377ed2693a574,18,Zero.Exchange Token,ZERO
0x55296f69f40ea6d20e478533c15a6b08b654e758,18,XY Oracle,XYO
0x1b40183efb4dd766f11bda7a7c3ad8982e998421,18,VesperToken,VSP
0x0ff6ffcfda92c53f615a4a75d982f399c989366b,18,Unilayer,LAYER
0xf1f955016ecbcd7321c7266bccfb96c68ea5e49b,18,Rally,RLY
0x21bfbda47a0b4b5b1248c767ee49f7caa9b23697,18,OVR,OVR
0xd5525d397898e5502075ea5e830d8914f6f0affe,8,MEME,MEME
0xee573a945b01b788b9287ce062a0cfc15be9fd86,18,Exeedme,XED
0x07150e919b4de5fd6a63de1f9384828396f25fdc,9,Base Protocol,BASE
0xa1d0e215a23d7030842fc67ce582a6afa3ccab83,18,YFII.finance,YFII
0x2a3bff78b79a009976eea096a51a948a3dc00e34,18,Wilder,WILD
0x4c19596f5aaff459fa38b0f7ed92f11ae6543784,8,TrueFi,TRU
0x31c8eacbffdd875c74b94b077895bd78cf1e64a3,18,Radicle,RAD
0xb6ca7399b4f9ca56fc27cbff44f4d2e4eef1fc81,18,Muse,MUSE
0x69af81e73a73b40adf4f3d4223cd9b1ece623074,18,Mask Network,MASK
0x85eee30c52b0b379b046fb0f85f4f3dc3009afec,18,KEEP Token,KEEP
0xde30da39c46104798bb5aa3fe8b9e0e1f348163f,18,Gitcoin,GTC
0x50d1c9771902476076ecfc8b2a83ad6b9355a4c9,18,FTT,FTX Token
0x1fe24f25b1cf609b9c4e7e12d802e3640dfa5e43,18,ChainGuardians Governance Token,CGG
0xaa7a9ca87d3694b5755f213b5d04094b8d0f0a6f,18,Trace Token,TRAC
0x0000000000095413afc295d19edeb1ad7b71c952,18,Tokenlon,LON
0xda86006036540822e0cd2861dbd2fd7ff9caa0e8,18,TUBE2,TUBE2
0xaf5191b0de278c7286d6c7cc6ab6bb8a73ba2cd6,18,StargateToken,STG
0x054d64b73d3d8a21af3d764efd76bcaa774f3bb2,18,Plasma,PPAY
0x2baecdf43734f22fd5c152db08e3c27233f0c7d2,18,OM Token,OM
0x8b0e42f366ba502d787bb134478adfae966c8798,18,LABS Group,LABS
0xe28b3b32b6c345a34ff64674606124dd5aceca30,18,Injective Token,INJ
0x64d91f12ece7362f91a6f8e7940cd55f05060b92,18,Burn,ASH
0xc0d4ceb216b3ba9c3701b291766fdcba977cec3a,9,BTRFLY,BTRFLY
0x993864e43caa7f7f12953ad6feb1d1ca635b875f,18,Singularity Dao,SDAO
0xb4efd85c19999d84251304bda99e90b92300bd93,18,Rocket Pool,RPL
0x1796ae0b0fa4862485106a0de9b654efe301d0b2,18,Polkamon,PMON
0x6c5ba91642f10282b576d91922ae6448c9d52f4e,18,Phala,PHA
0x45804880de22913dafe09f4980848ece6ecbaf78,18,Paxos Gold,PAXG
0x2f109021afe75b949429fe30523ee7c0d5b27207,18,OCC,OCC
0x106552c11272420aad5d7e94f8acab9095a6c952,9,Keanu Inu,KEANU
0xebd9d99a3982d547c5bb4db7e3b1f9f14b67eb83,18,Everest ID,ID
0xae66bea480f7a6c91f07c58f2aee185883558fb8,18,EarnDefiCoin,EDC
0x63b4f3e3fa4e438698ce330e365e831f7ccd1ef4,18,CyberFi Token,CFi
0x3aada3e213abf8529606924d8d1c55cbdc70bf74,18,XMON,XMON
0xc7283b66eb1eb5fb86327f08e1b5816b0720212b,18,Tribe,TRIBE
0x0488401c3f535193fa8df029d9ffe615a06e74e6,18,SparkPoint,SRK
0x06a01a4d579479dd5d884ebf61a31727a3d8d442,8,SmartKey,Skey
0x243cacb4d5ff6814ad668c3e225246efa886ad5a,18,Shina Inu,SHI
0x6123b0049f904d730db3c36a31167d9d4121fa6b,18,Ribbon,RBN
0xaa8330fb2b4d5d07abfe7a72262752a8505c6b37,18,Polka City,POLC
0x0258f474786ddfd37abce6df6bbb1dd5dfc4434a,8,Orion Protocol,ORN
0xa8c8cfb141a3bb59fea1e2ea6b79b5ecbcd7b6ca,18,NOIA Token,NOIA
0x1337def16f9b486faed0293eb623dc8395dfe46a,18,Armor,ARMOR
0x17ef75aa22dd5f6c2763b8304ab24f40ee54d48a,18,RevolutionPopuli ERC20 Token,RVP
0x8e870d67f660d95d5be530380d0ec0bd388289e1,18,Pax Dollar,USDP
0x57b946008913b82e4df85f501cbaed910e58d26c,18,Marlin POND,POND
0xdd974d5c2e2928dea5f71b9825b8b646686bd200,18,Kyber Network Crystal,KNC
0x1f8a626883d7724dbd59ef51cbd4bf1cf2016d13,18,Jigstack,STAK
0xb12494c8824fc069757f47d177e666c571cd49ae,9,ImpactXP,IMPACTXP
0xfffffffff15abf397da76f1dcc1a1604f45126db,18,FalconSwap Token,FSW
0xf3dcbc6d72a4e1892f7917b7c43b74131df8480e,18,BDPToken,BDP
0xa7ed29b253d8b4e3109ce07c80fc570f81b63696,18,BAS,BAS
0xe41d2489571d322189246dafa5ebde1f4699f498,18,0x Protocol Token,ZRX
0xc75f15ada581219c95485c578e124df3985e4ce0,18,zzz.finance,ZZZ
0xa7de087329bfcda5639247f96140f9dabe3deed1,18,Statera,STA
0xfa14fa6958401314851a17d6c5360ca29f74b57b,18,SAITO,SAITO
0xabe580e7ee158da464b51ee1a83ac0289622e6be,18,Offshift,XFT
0x9d71ce49ab8a0e6d2a1e7bfb89374c9392fd6804,18,NvirWorld,Nvir
0x4b1e80cac91e2216eeb63e29b957eb91ae9c2be8,18,Jupiter,JUP
0xc0ba369c8db6eb3924965e5c4fd0b4c1b91e305f,18,DLP Duck Token,DUCK
0xf1a91c7d44768070f711c68f33a7ca25c8d30268,18,CHARLI3,C3
0x725c263e32c72ddc3a19bea12c5a0479a81ee688,18,Bridge Mutual,BMI
0x626e8036deb333b408be468f951bdb42433cbf18,18,AIOZ Network,AIOZ
0x66a0f676479cee1d7373f3dc2e2952778bff5bd6,18,Wise Token,WISE
0x6fc13eace26590b80cccab1ba5d51890577d83b2,18,Umbrella,UMB
0xa1d6df714f91debf4e0802a542e13067f31b8262,18,RFOX,RFOX
0x4fe83213d56308330ec302a8bd641f1d0113a4cc,18,NuCypher,NU
0x0913ddae242839f8995c0375493f9a1a3bddc977,18,Marshall Rogan Inu,MRI
0x5f98805a4e8be255a32880fdec7f6728c6568ba0,18,LUSD Stablecoin,LUSD
0x3431f91b3a388115f00c5ba9fdb899851d005fb5,18,GeroWallet,GERO
0x0a913bead80f321e7ac35285ee10d9d922659cb7,18,DOS Network Token,DOS
0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,18,Bancor Network Token,BNT
0x7d647b1a0dcd5525e9c6b3d14be58f27674f8c95,18,BYTES,BYTES
0x07bac35846e5ed502aa91adf6a9e7aa210f2dcbe,18,erowan,erowan
0x1a7e4e63778b4f12a199c062f3efdd288afcbce8,18,agEUR,agEUR
0x0000000000085d4780b73119b644ae5ecd22b376,18,TrueUSD,TUSD
0x8ce9137d39326ad0cd6491fb5cc0cba0e089b6a9,18,Swipe,SXP
0x8f8221afbb33998d8584a2b05749ba73c37a938a,18,Request Token,REQ
0x7240ac91f01233baaf8b064248e80feaa5912ba3,18,Octo.fi,OCTO
0xfc0d6cf33e38bce7ca7d89c0e292274031b7157a,18,NETVRK,NTVRK
0x7b0c06043468469967dba22d1af33d77d44056c8,4,Morpheus.Network,MRPH
0x1a4b46696b2bb4794eb3d4c26f1c55f9170fa4c5,18,BitDAO,BIT
0x71f85b2e46976bd21302b64329868fd15eb0d127,18,Axion,AXN
0x4c6ec08cf3fc987c6c4beb03184d335a2dfc4042,18,Paint,PAINT
0x58b6a8a3302369daec383334672404ee733ab239,18,Livepeer Token,LPT
0x939a7a577d93ad29b64c1595b1284ce660a479b9,18,Jejudoge,JEJUDOGE
0x41d5d79431a913c4ae7d69a668ecdfe5ff9dfb68,18,Inverse DAO,INV
0x0e29e5abbb5fd88e28b2d355774e73bd47de3bcd,18,Hakka Finance,HAKKA
0xa3e059c0b01f07f211c85bf7b4f1d907afb011df,18,EthereumMax,eMax
0xc719d010b63e5bbf2c0551872cd5316ed26acd83,18,Decentralized Insurance Protocol,DIP
0xe1c7e30c42c24582888c758984f6e382096786bd,8,Curate,XCUR
0xcf3c8be2e2c42331da80ef210e9b1b307c03d36a,18,BetProtocolToken,BEPRO
0x3f382dbd960e3a9bbceae22651e88158d2791550,18,Aavegotchi GHST Token,GHST
0xeb4c2781e4eba804ce9a9803c67d0893436bb27d,8,renBTC,renBTC
0xa1afffe3f4d611d252010e3eaf6f4d77088b0cd7,9,reflect.finance,RFI
0x468ab3b1f63a1c14b361bc367c3cc92277588da1,18,YELD,YELD
0x009668a9691e456972c8ec4cc84e99486308b84d,18,Terareum,TERA
0xa71d0588eaf47f12b13cf8ec750430d21df04974,18,Shiba Predator,QOM
0xd04785c4d8195e4a54d9dec3a9043872875ae9e2,18,RottenToken,ROT
0x8c8687fc965593dfb2f0b4eaefd55e9d8df348df,18,PAID Network,PAID
0xea1ea0972fa092dd463f2968f9bb51cc4c981d71,18,Modefi,MOD
0xe5caef4af8780e59df925470b050fb23c43ca68c,6,Ferrum Network Token,FRM
0xf5d669627376ebd411e34b98f19c868c8aba5ada,18,Axie Infinity Shard,AXS
0x607f4c5bb672230e8672085532f7e901544a7375,9,iEx.ec Network Token,RLC
0xf94b5c5651c888d928439ab6514b93944eee6f48,18,Yield,YLD
0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,18,Wrapped liquid staked Ether 2.0,wstETH
0x2602278ee1882889b946eb11dc0e810075650983,18,Vader,VADER
0x3dd98c8a089dbcff7e8fc8d4f532bd493501ab7f,8,TownCoin,TOWN
0xba5bde662c17e2adff1075610382b9b691296350,18,SuperRare,RARE
0x99d8a9c45b2eca8864373a26d1459e3dff1e17f3,18,Magic Internet Money,MIM
0xbd31ea8212119f94a611fa969881cba3ea06fa3d,6,LUNA (Wormhole),LUNA
0x875773784af8135ea0ef43b5a374aad105c5d39e,18,Idle,IDLE
0x69a95185ee2a045cdc4bcd1b1df10710395e4e23,18,$Poolz Finance,POOLZ
0x1341a2257fa7b770420ef70616f888056f90926c,9,Zoo Token,ZOOT
0x8642a849d0dcb7a15a974794668adcfbe4794b56,18,Prosper,PROS
0xec67005c4e498ec7f55e092bd1d35cbc47c91892,18,Melon Token,MLN
0x3e9bc21c9b189c09df3ef1b824798658d5011937,18,Linear Token,LINA
0x6149c26cd2f7b5ccdb32029af817123f6e37df5b,18,Launchpool token,LPOOL
0xf8c3527cc04340b208c854e985240c02f7b7793f,18,Frontier Token,FRONT
0x44709a920fccf795fbc57baa433cc3dd53c44dbe,18,DappRadar,RADAR
0xc834fa996fa3bec7aad3693af486ae53d8aa8b50,18,Convergence,CONV
0x7a58c0be72be218b41c608b7fe7c5bb630736c71,18,ConstitutionDAO,PEOPLE
0x97b65710d03e12775189f0d113202cc1443b0aa2,9,ASTROELON,ELONONE
0xc50ef449171a51fbeafd7c562b064b6471c36caa,9,Zombie Inu,ZINU
0xc52c326331e9ce41f04484d3b5e5648158028804,18,ZEN Exchange Token,ZCX
0xd33526068d116ce69f19a9ee46f0bd304f21a51f,18,Rocket Pool Protocol,RPL
0xd478161c952357f05f0292b56012cd8457f1cfbf,18,Polkamarkets,POLK
0xb4d930279552397bba2ee473229f89ec245bc365,18,MahaDAO,MAHA
0xc770eefad204b5180df6a14ee197d99d808ee52d,18,FOX,FOX
0x9fa69536d1cda4a04cfb50688294de75b505a9ae,18,DeRace Token,DERC
0xf29992d7b589a0a6bd2de7be29a97a6eb73eaf85,18,DMScript,DMST
0x62b9c7356a2dc64a1969e19c23e4f579f9810aa7,18,Convex CRV,cvxCRV
0x3449fc1cd036255ba1eb19d65ff4ba2b8903a69a,18,BAC,BAC
0x892a6f9df0147e5f079b0993f486f9aca3c87881,9,unification.com/xfund,xFUND
0xcd7492db29e2ab436e819b249452ee1bbdf52214,8,SafeMoon Inu,SMI
0x03ab458634910aad20ef5f1c8ee96f1d6ac54919,18,Rai Reflex Index,RAI
0x6c28aef8977c9b773996d0e8376d2ee379446f2f,18,Quickswap,QUICK
0x87d73e916d7057945c9bcd8cdd94e42a6f47f776,18,NFTX,NFTX
0x8a40c222996f9f3431f63bf80244c36822060f12,18,Finxflo,FXF
0x1559fa1b8f28238fd5d76d9f434ad86fd20d1559,18,Eden,EDEN
